Date,Date_US,Monthly_Rank,Name,Height_m,Gender,new_record
1/12/13,12/1/13,1,Blair H - kiteroute.com,5.8,male,1
1/12/13,12/1/13,2,Dan Sahlin,5.0,male,0
1/1/14,1/1/14,1,Jür gen,11.8,male,1
1/1/14,1/1/14,2,Stani lfk,10.7,male,0
1/1/14,1/1/14,3,Sven Möller #kitejunkiecom,10.4,male,0
1/1/14,1/1/14,4,Johan Beinö,8.1,male,0
1/2/14,2/1/14,1,Daniël Hamerpagt,7.7,male,0
1/2/14,2/1/14,2,Dimitri Loisel,4.0,male,0
1/3/14,3/1/14,1,Olli Bräuer,4.2,male,0
1/4/14,4/1/14,1,Luis Bischop,4.4,male,0
1/4/14,4/1/14,3,Lepine Yannick,3.4,male,0
1/5/14,5/1/14,1,INOXMAN Argaiz,11.2,male,0
1/5/14,5/1/14,2,Lepine Yannick,4.2,male,0
1/6/14,6/1/14,1,Marius Hoppe,13.2,male,1
1/6/14,6/1/14,2,Robert Lindvall 🇸🇪,8.0,male,0
1/7/14,7/1/14,1,Karolis Taujanis,5.9,male,0
1/8/14,8/1/14,1,Tomas Steppat,13.0,male,0
1/8/14,8/1/14,2,Folkert Koldewijn,10.0,male,0
1/9/14,9/1/14,1,Sven Möller #kitejunkiecom,8.9,male,0
1/9/14,9/1/14,2,Ole Christian Rynning,7.0,male,0
1/10/14,10/1/14,1,Stani lfk,9.9,male,0
1/11/14,11/1/14,1,Leo Koenig,12.7,male,0
1/11/14,11/1/14,2,Robudd // Hanse Kitesurfing,7.6,male,0
1/12/14,12/1/14,1,Patrick Thornycroft,13.9,male,1
1/12/14,12/1/14,2,Kevin Langeree,13.6,male,0
1/12/14,12/1/14,3,Tomas Steppat,13.4,male,0
1/12/14,12/1/14,4,Demo Benelux,13.4,male,0
1/12/14,12/1/14,5,cris contz,10.2,male,0
1/12/14,12/1/14,6,Leo Koenig,9.9,male,0
1/12/14,12/1/14,7,Ron Woodyard,8.3,male,0
1/12/14,12/1/14,8,Josh Hamilton,7.4,male,0
1/12/14,12/1/14,9,Martin Haugdal,7.3,male,0
1/12/14,12/1/14,10,Kirk Anderson,7.1,male,0
1/1/15,1/1/15,1,Lewis Crathern,17.4,male,1
1/1/15,1/1/15,2,Patrick Thornycroft,16.6,male,0
1/1/15,1/1/15,3,Kevin Langeree,16.5,male,0
1/1/15,1/1/15,4,Nick Jacobsen,16.0,male,0
1/1/15,1/1/15,5,Chris Bull CBK Hayling,15.5,male,0
1/1/15,1/1/15,6,Leo Koenig,15.2,male,0
1/1/15,1/1/15,7,Lanral Ruddock,14.2,male,0
1/1/15,1/1/15,8,Lasse Walker,14.0,male,0
1/1/15,1/1/15,9,Sam Medysky,13.1,male,0
1/1/15,1/1/15,10,Pierre Louis Turbil,11.6,male,0
1/2/15,2/1/15,1,Patrick Thornycroft,16.9,male,0
1/2/15,2/1/15,2,Chris Bull CBK Hayling,16.4,male,0
1/2/15,2/1/15,3,Nick Jacobsen,14.8,male,0
1/2/15,2/1/15,4,Kevin Krogman,14.7,male,0
1/2/15,2/1/15,5,Leo Koenig,14.7,male,0
1/2/15,2/1/15,6,Sam Medysky,14.6,male,0
1/2/15,2/1/15,7,Iñigo Maio OZONE BRUNOTTI,14.5,male,0
1/2/15,2/1/15,8,Lanral Ruddock,14.0,male,0
1/2/15,2/1/15,9,Kevin Langeree,13.5,male,0
1/2/15,2/1/15,10,Lewis Crathern,13.5,male,0
1/3/15,3/1/15,1,Joshua Emanuel COREkites,18.3,male,1
1/3/15,3/1/15,2,Nick Jacobsen,14.3,male,0
1/3/15,3/1/15,3,Gijs Wassenaar,14.2,male,0
1/3/15,3/1/15,4,Eddy Lansink,14.0,male,0
1/3/15,3/1/15,5,Chris Bull CBK Hayling,13.8,male,0
1/3/15,3/1/15,6,Lanral Ruddock,13.5,male,0
1/3/15,3/1/15,7,Johann Röper,13.2,male,0
1/3/15,3/1/15,8,Iñigo Maio OZONE BRUNOTTI,13.1,male,0
1/3/15,3/1/15,9,Patrick Thornycroft,13.1,male,0
1/3/15,3/1/15,10,Dan Sweeney,12.9,male,0
1/4/15,4/1/15,1,Max KiteBoyz Podcast,16.2,male,0
1/4/15,4/1/15,2,Johnny Hujol CORE,14.7,male,0
1/4/15,4/1/15,3,Joshua Emanuel COREkites,14.6,male,0
1/4/15,4/1/15,4,Hugues Echo,14.1,male,0
1/4/15,4/1/15,5,Mårten Björnsson 🇸🇪,13.9,male,0
1/4/15,4/1/15,6,Alessandro Allori,13.8,male,0
1/4/15,4/1/15,7,Nicolas CASCIO,13.7,male,0
1/4/15,4/1/15,8,Ben van der Burg || Core kites,13.6,male,0
1/4/15,4/1/15,9,Karl Kraus,13.4,male,0
1/4/15,4/1/15,10,Vit KBLsports.com.au,13.2,male,0
1/5/15,5/1/15,1,Gijs Wassenaar,19.1,male,1
1/5/15,5/1/15,2,Paul Westbeach Monster,18.3,male,0
1/5/15,5/1/15,3,Ben van der Burg || Core kites,18.0,male,0
1/5/15,5/1/15,4,Westbeach Monster Dave Witzier,17.6,male,0
1/5/15,5/1/15,5,@cleanride Diez 13,17.6,male,0
1/5/15,5/1/15,6,Hugues Echo,17.3,male,0
1/5/15,5/1/15,7,Movementsports.nl,16.8,male,0
1/5/15,5/1/15,8,Eddy Lansink,16.5,male,0
1/5/15,5/1/15,9,Vit KBLsports.com.au,16.2,male,0
1/5/15,5/1/15,10,Henk || SHAKA,15.9,male,0
1/6/15,6/1/15,1,Gilion Fluid Kiteboarding,20.3,male,1
1/6/15,6/1/15,2,Joshua Emanuel COREkites,19.3,male,0
1/6/15,6/1/15,3,Leo Koenig,18.5,male,0
1/6/15,6/1/15,4,Eddy Lansink,18.2,male,0
1/6/15,6/1/15,5,Ben van der Burg || Core kites,17.9,male,0
1/6/15,6/1/15,6,Nico Etienne,17.4,male,0
1/6/15,6/1/15,7,Patrick Thornycroft,17.3,male,0
1/6/15,6/1/15,8,Paul Westbeach Monster,17.2,male,0
1/6/15,6/1/15,9,Bas van Duijvenbode #Duotone SLS,16.4,male,0
1/6/15,6/1/15,10,Tim Schoute,16.2,male,0
1/7/15,7/1/15,1,Phil Morstad,21.4,male,1
1/7/15,7/1/15,2,Gijs Wassenaar,19.4,male,0
1/7/15,7/1/15,3,Paul Westbeach Monster,18.2,male,0
1/7/15,7/1/15,4,Nick Jacobsen,16.5,male,0
1/7/15,7/1/15,5,Ben van der Burg || Core kites,16.2,male,0
1/7/15,7/1/15,6,Mathias Engel,16.0,male,0
1/7/15,7/1/15,7,Tom Visser (Kitemana),16.0,male,0
1/7/15,7/1/15,8,Magnus Ljung,15.8,male,0
1/7/15,7/1/15,9,Bas van Duijvenbode #Duotone SLS,15.7,male,0
1/7/15,7/1/15,10,Jakob Bay Hansen - Borgssurfshop.dk,15.7,male,0
1/8/15,8/1/15,1,Alex Caizergues,20.2,male,0
1/8/15,8/1/15,2,Romano Giovanoli🇨🇭,18.8,male,0
1/8/15,8/1/15,3,Joshua Emanuel COREkites,18.1,male,0
1/8/15,8/1/15,4,Clement Barbey,17.9,male,0
1/8/15,8/1/15,5,Flokiteschool Qatar,16.8,male,0
1/8/15,8/1/15,6,Greg Nicholls Glissevolution,16.2,male,0
1/8/15,8/1/15,7,@cleanride Diez 13,16.1,male,0
1/8/15,8/1/15,8,Nico Etienne,15.9,male,0
1/8/15,8/1/15,9,Greg Jokiel,15.7,male,0
1/8/15,8/1/15,10,Julien Glissattitude / Duotone,14.7,male,0
1/9/15,9/1/15,1,Lewis Crathern,18.2,male,0
1/9/15,9/1/15,2,Alex Caizergues,17.3,male,0
1/9/15,9/1/15,3,Hugues Echo,17.0,male,0
1/9/15,9/1/15,4,@cleanride Diez 13,16.7,male,0
1/9/15,9/1/15,5,Klaas Einte Adema,15.8,male,0
1/9/15,9/1/15,6,Charles TIGER,15.7,male,0
1/9/15,9/1/15,7,Joshua Emanuel COREkites,15.6,male,0
1/9/15,9/1/15,8,Ben van der Burg || Core kites,15.3,male,0
1/9/15,9/1/15,9,Julien Glissattitude / Duotone,15.2,male,0
1/9/15,9/1/15,10,Gilion Fluid Kiteboarding,15.1,male,0
1/10/15,10/1/15,1,Andries Fourie,20.9,male,0
1/10/15,10/1/15,2,Joshua Emanuel COREkites,20.0,male,0
1/10/15,10/1/15,3,Warren Millen,18.6,male,0
1/10/15,10/1/15,4,Lanral Ruddock,18.1,male,0
1/10/15,10/1/15,5,Luke McGillewie,16.8,male,0
1/10/15,10/1/15,6,Bruce Hough,16.1,male,0
1/10/15,10/1/15,7,Evan Netsch,16.1,male,0
1/10/15,10/1/15,8,Daryn Du Preez Naish Kiteboarding (SA),15.8,male,0
1/10/15,10/1/15,9,Brad Mallett,15.7,male,0
1/10/15,10/1/15,10,Federico Marchesini,15.6,male,0
1/11/15,11/1/15,1,Patrick Thornycroft,20.0,male,0
1/11/15,11/1/15,2,Lewis Crathern,19.8,male,0
1/11/15,11/1/15,3,Nick Jacobsen,19.5,male,0
1/11/15,11/1/15,4,Ben van der Burg || Core kites,18.7,male,0
1/11/15,11/1/15,5,Joshua Emanuel COREkites,18.2,male,0
1/11/15,11/1/15,6,Sebastian Barg (www.you-love-it.eu),18.0,male,0
1/11/15,11/1/15,7,Tom Visser (Kitemana),18.0,male,0
1/11/15,11/1/15,8,@cleanride Diez 13,17.5,male,0
1/11/15,11/1/15,9,Clement Barbey,17.4,male,0
1/11/15,11/1/15,10,Willem vd Meij Peter Lynn,17.3,male,0
1/12/15,12/1/15,1,Emiel Timmer,18.5,male,0
1/12/15,12/1/15,2,Sebastian Barg (www.you-love-it.eu),18.4,male,0
1/12/15,12/1/15,3,Lasse Walker,18.1,male,0
1/12/15,12/1/15,4,Gilion Fluid Kiteboarding,17.9,male,0
1/12/15,12/1/15,5,Ryan Ozone EdgeV9Coote,17.8,male,0
1/12/15,12/1/15,6,Ben van der Burg || Core kites,17.8,male,0
1/12/15,12/1/15,7,Lewis Crathern,17.6,male,0
1/12/15,12/1/15,8,Dylan Graham (Naish ZA),17.6,male,0
1/12/15,12/1/15,9,Pablo Valcarcel liquidforce,17.4,male,0
1/12/15,12/1/15,10,Alberto Rondina,17.2,male,0
1/1/16,1/1/16,1,Aaron Hadlow,24.8,male,1
1/1/16,1/1/16,2,Kevin Langeree,22.9,male,0
1/1/16,1/1/16,3,Lewis Crathern,21.4,male,0
1/1/16,1/1/16,4,Brad Mallett,21.0,male,0
1/1/16,1/1/16,5,Lasse Walker,20.9,male,0
1/1/16,1/1/16,6,Luke McGillewie,20.9,male,0
1/1/16,1/1/16,7,Antonin Rangin,20.5,male,0
1/1/16,1/1/16,8,Nick Jacobsen,20.3,male,0
1/1/16,1/1/16,9,Bas van Duijvenbode #Duotone SLS,19.7,male,0
1/1/16,1/1/16,10,Lanral Ruddock,19.7,male,0
1/2/16,2/1/16,1,Anhtuan airlines,20.9,male,0
1/2/16,2/1/16,2,Chris Bull CBK Hayling,20.1,male,0
1/2/16,2/1/16,3,Ben van der Burg || Core kites,19.4,male,0
1/2/16,2/1/16,4,@cleanride Diez 13,19.4,male,0
1/2/16,2/1/16,5,Brad Mallett,19.0,male,0
1/2/16,2/1/16,6,Bas van Duijvenbode #Duotone SLS,18.6,male,0
1/2/16,2/1/16,7,LukeThomas LacunaKites,18.2,male,0
1/2/16,2/1/16,8,Oleksii Bozhko,18.1,male,0
1/2/16,2/1/16,9,Ryan Ozone EdgeV9Coote,18.0,male,0
1/2/16,2/1/16,10,Antonin Rangin,18.0,male,0
1/3/16,3/1/16,1,LukeThomas LacunaKites,21.4,male,0
1/3/16,3/1/16,2,Alex Caizergues,21.2,male,0
1/3/16,3/1/16,3,Ben van der Burg || Core kites,19.4,male,0
1/3/16,3/1/16,4,Brad Mallett,18.6,male,0
1/3/16,3/1/16,5,Anhtuan airlines,18.4,male,0
1/3/16,3/1/16,6,Tobias Thumm,18.0,male,0
1/3/16,3/1/16,7,Mark Vd Bos Kitemonkeys 🇱🇺,17.8,male,0
1/3/16,3/1/16,8,Clement Barbey,17.7,male,0
1/3/16,3/1/16,9,Mulle #WOOlfs 🐺 #SurfShopKiel 🇩🇪,17.3,male,0
1/3/16,3/1/16,10,Erik Blokker,17.2,male,0
1/4/16,4/1/16,1,Anhtuan airlines,19.3,male,0
1/4/16,4/1/16,2,Paulino Pereira Ozone Kingzspot.com,18.7,male,0
1/4/16,4/1/16,3,john Doll,17.3,male,0
1/4/16,4/1/16,4,Canal Pims,16.8,male,0
1/4/16,4/1/16,5,Philipp Schonger (Naish USA),16.8,male,0
1/4/16,4/1/16,6,alex botch doll,16.5,male,0
1/4/16,4/1/16,7,Nicolas VIE 🇫🇷 Eleveight,15.9,male,0
1/4/16,4/1/16,8,Brad Mallett,15.9,male,0
1/4/16,4/1/16,9,Seb Garat,15.6,male,0
1/4/16,4/1/16,10,Chris Bull CBK Hayling,15.5,male,0
1/5/16,5/1/16,1,Romano Giovanoli🇨🇭,18.5,male,0
1/5/16,5/1/16,2,Sirk Eibner #Team Deutsche Luftwaffe#COREtenerifa,17.2,male,0
1/5/16,5/1/16,3,Julien Glissattitude / Duotone,16.6,male,0
1/5/16,5/1/16,4,Alex Caizergues,16.5,male,0
1/5/16,5/1/16,5,Mathieu Turgeon,16.4,male,0
1/5/16,5/1/16,6,Seb Garat,16.1,male,0
1/5/16,5/1/16,7,Franz Schitzhofer,16.0,male,0
1/5/16,5/1/16,8,Tobias Thumm,15.9,male,0
1/5/16,5/1/16,9,Jang domin,15.9,male,0
1/5/16,5/1/16,10,Leo Koenig,15.6,male,0
1/6/16,6/1/16,1,Jason Ghostrider Maloney 🇨🇦,20.6,male,0
1/6/16,6/1/16,2,Alberto Rondina,18.1,male,0
1/6/16,6/1/16,3,Cyril AGRECH 🇫🇷 COREKITE,16.8,male,0
1/6/16,6/1/16,4,Mr Chaos,16.3,male,0
1/6/16,6/1/16,5,Emiel Timmer,15.9,male,0
1/6/16,6/1/16,6,Erik Volpe,15.7,male,0
1/6/16,6/1/16,7,"Jofre Panadés (Essaouira, MA)",15.7,male,0
1/6/16,6/1/16,8,Hugues Echo,15.7,male,0
1/6/16,6/1/16,9,Anhtuan airlines,15.6,male,0
1/6/16,6/1/16,10,Domas Gspot Kiteboarding,15.6,male,0
1/7/16,7/1/16,1,Christophe Coquard,18.5,male,0
1/7/16,7/1/16,2,Tim Groot,18.5,male,0
1/7/16,7/1/16,3,Magnus Ljung,17.8,male,0
1/7/16,7/1/16,4,Ben van der Burg || Core kites,17.7,male,0
1/7/16,7/1/16,5,Tobias Fekkes - Dirty Space Riders,17.3,male,0
1/7/16,7/1/16,6,Mathias Lækkerpik,17.3,male,0
1/7/16,7/1/16,7,Romano Giovanoli🇨🇭,16.9,male,0
1/7/16,7/1/16,8,Paul Westbeach Monster,16.9,male,0
1/7/16,7/1/16,9,Robin Bannefeld,16.3,male,0
1/7/16,7/1/16,10,alex botch doll,16.0,male,0
1/8/16,8/1/16,1,Walter Principe Tutino,16.6,male,0
1/8/16,8/1/16,2,Lewis Crathern,16.5,male,0
1/8/16,8/1/16,3,Paul Westbeach Monster,16.4,male,0
1/8/16,8/1/16,4,Tobias Thumm,16.1,male,0
1/8/16,8/1/16,5,@cleanride Diez 13,16.1,male,0
1/8/16,8/1/16,6,Alan Naishkites Estonia,16.0,male,0
1/8/16,8/1/16,7,Taylor Kasler,15.7,male,0
1/8/16,8/1/16,8,Lance (kiteDoc-Boardworx) Nunn,15.5,male,0
1/8/16,8/1/16,9,Xavier Lismont,15.5,male,0
1/8/16,8/1/16,10,Ben van der Burg || Core kites,15.4,male,0
1/9/16,9/1/16,1,Nick Jacobsen,26.7,male,1
1/9/16,9/1/16,2,Ross-Dillon Player (Duotone),18.6,male,0
1/9/16,9/1/16,3,Brad Mallett,18.1,male,0
1/9/16,9/1/16,4,Erik Blokker,17.1,male,0
1/9/16,9/1/16,5,Aaron@ EliteWatersports.com,16.8,male,0
1/9/16,9/1/16,6,Sharky Gonzalez,16.6,male,0
1/9/16,9/1/16,7,Ben van der Burg || Core kites,16.4,male,0
1/9/16,9/1/16,8,Elias Kahuna,16.2,male,0
1/9/16,9/1/16,9,LukeThomas LacunaKites,15.5,male,0
1/9/16,9/1/16,10,Mathieu Turgeon,15.2,male,0
1/10/16,10/1/16,1,Patrick Thornycroft,20.4,male,0
1/10/16,10/1/16,2,Joshua Emanuel COREkites,19.7,male,0
1/10/16,10/1/16,3,Philipp Schonger (Naish USA),19.4,male,0
1/10/16,10/1/16,4,Brad Mallett,18.0,male,0
1/10/16,10/1/16,5,Ross-Dillon Player (Duotone),17.3,male,0
1/10/16,10/1/16,6,Andres Helms,17.3,male,0
1/10/16,10/1/16,7,Leo Koenig,17.1,male,0
1/10/16,10/1/16,8,Alberto Rondina,16.7,male,0
1/10/16,10/1/16,9,Nick Jacobsen,16.7,male,0
1/10/16,10/1/16,10,Patrik Cedergren,16.4,male,0
1/11/16,11/1/16,1,Joshua Emanuel COREkites,24.8,male,0
1/11/16,11/1/16,2,LukeThomas LacunaKites,23.9,male,0
1/11/16,11/1/16,3,Lewis Crathern,22.3,male,0
1/11/16,11/1/16,4,Nick Jacobsen,22.3,male,0
1/11/16,11/1/16,5,Gijs Wassenaar,22.1,male,0
1/11/16,11/1/16,6,"Sebastien Cattelan (ozone, blankforce)",21.6,male,0
1/11/16,11/1/16,7,Luke McGillewie,20.7,male,0
1/11/16,11/1/16,8,Ross-Dillon Player (Duotone),20.5,male,0
1/11/16,11/1/16,9,Stuart Downey,19.5,male,0
1/11/16,11/1/16,10,Brad Mallett,19.5,male,0
1/12/16,12/1/16,1,Julien Kerneur Ozone,22.3,male,0
1/12/16,12/1/16,2,"Sebastien Cattelan (ozone, blankforce)",21.0,male,0
1/12/16,12/1/16,3,Leo Koenig,20.0,male,0
1/12/16,12/1/16,4,Daryn Du Preez Naish Kiteboarding (SA),20.0,male,0
1/12/16,12/1/16,5,Joshua Emanuel COREkites,19.6,male,0
1/12/16,12/1/16,6,Ryan Siegelberg(Lacuna),19.5,male,0
1/12/16,12/1/16,7,Ryan de Witte,19.5,male,0
1/12/16,12/1/16,8,Gijs Wassenaar,19.0,male,0
1/12/16,12/1/16,9,LukeThomas LacunaKites,18.8,male,0
1/12/16,12/1/16,10,Anhtuan airlines,18.8,male,0
1/1/17,1/1/17,1,Joshua Emanuel COREkites,27.5,male,1
1/1/17,1/1/17,2,Nick Jacobsen,26.4,male,0
1/1/17,1/1/17,3,Gijs Wassenaar,26.3,male,0
1/1/17,1/1/17,4,"Sebastien Cattelan (ozone, blankforce)",26.2,male,0
1/1/17,1/1/17,5,Ben van der Burg || Core kites,25.6,male,0
1/1/17,1/1/17,6,@cleanride Diez 13,24.8,male,0
1/1/17,1/1/17,7,Lanral Ruddock,23.4,male,0
1/1/17,1/1/17,8,LukeThomas LacunaKites,23.3,male,0
1/1/17,1/1/17,9,Ryan Siegelberg(Lacuna),23.2,male,0
1/1/17,1/1/17,10,Erik Volpe,23.1,male,0
1/2/17,2/1/17,1,Nick Jacobsen,28.6,male,1
1/2/17,2/1/17,2,Joshua Emanuel COREkites,26.9,male,0
1/2/17,2/1/17,3,Ross-Dillon Player (Duotone),24.4,male,0
1/2/17,2/1/17,4,Oswald Smith Airush Kiteboarding,24.4,male,0
1/2/17,2/1/17,5,"Sebastien Cattelan (ozone, blankforce)",24.3,male,0
1/2/17,2/1/17,6,Cape Town Kite Club,22.9,male,0
1/2/17,2/1/17,7,Ryan de Witte,22.6,male,0
1/2/17,2/1/17,8,LukeThomas LacunaKites,22.6,male,0
1/2/17,2/1/17,9,Gijs Wassenaar,22.4,male,0
1/2/17,2/1/17,10,Lewis Crathern,21.9,male,0
1/3/17,3/1/17,1,Joshua Emanuel COREkites,27.6,male,0
1/3/17,3/1/17,2,Ben van der Burg || Core kites,25.7,male,0
1/3/17,3/1/17,3,LukeThomas LacunaKites,25.0,male,0
1/3/17,3/1/17,4,Anhtuan airlines,24.7,male,0
1/3/17,3/1/17,5,"Sebastien Cattelan (ozone, blankforce)",24.2,male,0
1/3/17,3/1/17,6,Armin Wohlgemuth,23.5,male,0
1/3/17,3/1/17,7,Brad Mallett,21.4,male,0
1/3/17,3/1/17,8,Stuart Downey,21.3,male,0
1/3/17,3/1/17,9,Andries Fourie,21.2,male,0
1/3/17,3/1/17,10,Mathieu Turgeon,20.5,male,0
1/4/17,4/1/17,1,Joshua Emanuel COREkites,25.9,male,0
1/4/17,4/1/17,2,Jason vd Spuy AIRUSH,24.5,male,0
1/4/17,4/1/17,3,LukeThomas LacunaKites,21.2,male,0
1/4/17,4/1/17,4,Andries Fourie,20.2,male,0
1/4/17,4/1/17,5,John Olausson 🇸🇪 ☠️,20.1,male,0
1/4/17,4/1/17,6,Matthew Petter Bowyer NKB,20.1,male,0
1/4/17,4/1/17,7,Christophe Coquard,18.9,male,0
1/4/17,4/1/17,8,Marco Silvagni Eleveight Kite,18.7,male,0
1/4/17,4/1/17,9,Stuart Downey,18.6,male,0
1/4/17,4/1/17,10,Mulle #WOOlfs 🐺 #SurfShopKiel 🇩🇪,18.6,male,0
1/5/17,5/1/17,1,Mathieu Turgeon,23.4,male,0
1/5/17,5/1/17,2,Explore Sports - ACE,20.3,male,0
1/5/17,5/1/17,3,Antonio #Team Core Canarias #Teamcanarykite🇪🇸,19.3,male,0
1/5/17,5/1/17,4,Marius Hoppe,19.2,male,0
1/5/17,5/1/17,5,Gunnar Biniasch,19.0,male,0
1/5/17,5/1/17,6,Evan Kruger Infexion Kitehigh,18.8,male,0
1/5/17,5/1/17,7,Tyler Scholl,18.4,male,0
1/5/17,5/1/17,8,Toby Raw,18.4,male,0
1/5/17,5/1/17,9,Jason Ghostrider Maloney 🇨🇦,18.4,male,0
1/5/17,5/1/17,10,Marcel #Woolfs 🐺 #SurfersParadiseLaboe 🇩🇪,18.2,male,0
1/6/17,6/1/17,1,Ben van der Burg || Core kites,23.6,male,0
1/6/17,6/1/17,2,Gijs Wassenaar,21.9,male,0
1/6/17,6/1/17,3,Joshua Emanuel COREkites,21.9,male,0
1/6/17,6/1/17,4,Jason Ghostrider Maloney 🇨🇦,21.1,male,0
1/6/17,6/1/17,5,Ryan de Witte,20.1,male,0
1/6/17,6/1/17,6,Eddy Lansink TEN Kiteboarding,20.1,male,0
1/6/17,6/1/17,7,Hans Lieben kitesurfshop Haarlem,19.8,male,0
1/6/17,6/1/17,8,Willem Sr Van Der Meij,19.3,male,0
1/6/17,6/1/17,9,Jan Willem Dekker 🪁 PLKB,19.0,male,0
1/6/17,6/1/17,10,Reindert de Kok,18.9,male,0
1/7/17,7/1/17,1,Jojo 🇫🇷 Heurto |Eleveight|,19.2,male,0
1/7/17,7/1/17,2,Paul Torensma FLYSURFER,18.5,male,0
1/7/17,7/1/17,3,John Olausson 🇸🇪 ☠️,18.4,male,0
1/7/17,7/1/17,4,Ryan Ozone EdgeV9Coote,18.0,male,0
1/7/17,7/1/17,5,Carmelo Galvan🇮🇨🇪🇸,18.0,male,0
1/7/17,7/1/17,6,Andrey Sunny-wind.com,17.9,male,0
1/7/17,7/1/17,7,Mulle #WOOlfs 🐺 #SurfShopKiel 🇩🇪,17.9,male,0
1/7/17,7/1/17,8,Christophe Coquard,17.9,male,0
1/7/17,7/1/17,9,Bruno Hydrofoil,17.8,male,0
1/7/17,7/1/17,10,Jan Willem Dekker 🪁 PLKB,17.8,male,0
1/8/17,8/1/17,1,Erik Blokker,23.9,male,0
1/8/17,8/1/17,2,Bastian den Bezemer,23.0,male,0
1/8/17,8/1/17,3,Steven Akkersdijk I COREkites,22.6,male,0
1/8/17,8/1/17,4,Ben van der Burg || Core kites,22.6,male,0
1/8/17,8/1/17,5,Paul Westbeach Monster,22.0,male,0
1/8/17,8/1/17,6,Daryn Du Preez Naish Kiteboarding (SA),20.9,male,0
1/8/17,8/1/17,7,Gijs Wassenaar,19.7,male,0
1/8/17,8/1/17,8,Tom Visser (Kitemana),19.5,male,0
1/8/17,8/1/17,9,Thomas De Wispelaere 🇧🇪 Naish,19.5,male,0
1/8/17,8/1/17,10,Henk || SHAKA,19.4,male,0
1/9/17,9/1/17,1,Steven Akkersdijk I COREkites,23.4,male,0
1/9/17,9/1/17,2,Maarten Haeger,23.3,male,0
1/9/17,9/1/17,3,Yann CHOUARD • DUOTONE,22.4,male,0
1/9/17,9/1/17,4,Martin Holm #BOARDSUPPLY,21.6,male,0
1/9/17,9/1/17,5,Syshenko Dmitriy,21.6,male,0
1/9/17,9/1/17,6,Toby Raw,21.5,male,0
1/9/17,9/1/17,7,Joshua Emanuel COREkites,21.4,male,0
1/9/17,9/1/17,8,Marc Jacobs,21.3,male,0
1/9/17,9/1/17,9,Wilbert Poppe,21.0,male,0
1/9/17,9/1/17,10,Evan Kruger Infexion Kitehigh,20.2,male,0
1/10/17,10/1/17,1,Ben van der Burg || Core kites,23.6,male,0
1/10/17,10/1/17,2,David Muñoz,22.7,male,0
1/10/17,10/1/17,3,Maarten Haeger,22.1,male,0
1/10/17,10/1/17,4,Nick Jacobsen,22.1,male,0
1/10/17,10/1/17,5,Joshua Emanuel COREkites,22.1,male,0
1/10/17,10/1/17,6,Lewis Crathern,22.0,male,0
1/10/17,10/1/17,7,John Olausson 🇸🇪 ☠️,22.0,male,0
1/10/17,10/1/17,8,Linus Erdmann,21.8,male,0
1/10/17,10/1/17,9,Yann CHOUARD • DUOTONE,21.8,male,0
1/10/17,10/1/17,10,Patrik Cedergren,21.6,male,0
1/11/17,11/1/17,1,Joshua Emanuel COREkites,29.0,male,1
1/11/17,11/1/17,2,Kevin Langeree,28.3,male,0
1/11/17,11/1/17,3,Nick Jacobsen,28.0,male,0
1/11/17,11/1/17,4,Ross-Dillon Player (Duotone),24.8,male,0
1/11/17,11/1/17,5,Ben van der Burg || Core kites,24.4,male,0
1/11/17,11/1/17,6,Thomas Vidal CoreKites,24.2,male,0
1/11/17,11/1/17,7,Clement Barbey,24.0,male,0
1/11/17,11/1/17,8,GetHighWithMike COREKITES,23.5,male,0
1/11/17,11/1/17,9,Luke McGillewie,23.4,male,0
1/11/17,11/1/17,10,LukeThomas LacunaKites,22.8,male,0
1/12/17,12/1/17,1,Stuart Downey,28.7,male,0
1/12/17,12/1/17,2,Joshua Emanuel COREkites,28.5,male,0
1/12/17,12/1/17,3,Ross-Dillon Player (Duotone),27.9,male,0
1/12/17,12/1/17,4,Nick Jacobsen,27.6,male,0
1/12/17,12/1/17,5,Kevin Langeree,27.5,male,0
1/12/17,12/1/17,6,LukeThomas LacunaKites,26.9,male,0
1/12/17,12/1/17,7,Oleksii Bozhko,26.1,male,0
1/12/17,12/1/17,8,Thomas Vidal CoreKites,25.8,male,0
1/12/17,12/1/17,9,Linus Erdmann,25.4,male,0
1/12/17,12/1/17,10,Antonin Rangin,25.3,male,0
1/1/18,1/1/18,1,Ross-Dillon Player (Duotone),27.0,male,0
1/1/18,1/1/18,2,Joshua Emanuel COREkites,26.9,male,0
1/1/18,1/1/18,3,Yann CHOUARD • DUOTONE,26.6,male,0
1/1/18,1/1/18,4,LukeThomas LacunaKites,25.6,male,0
1/1/18,1/1/18,5,Antonin Rangin,25.3,male,0
1/1/18,1/1/18,6,Gilion Fluid Kiteboarding,25.1,male,0
1/1/18,1/1/18,7,Rasmus Hagen-Pedersen - Eleveight DK,24.7,male,0
1/1/18,1/1/18,8,Stuart Downey,24.6,male,0
1/1/18,1/1/18,9,Maarten Haeger,24.5,male,0
1/1/18,1/1/18,10,Erik Blokker,24.5,male,0
1/2/18,2/1/18,1,Joshua Emanuel COREkites,26.5,male,0
1/2/18,2/1/18,2,LukeThomas LacunaKites,26.1,male,0
1/2/18,2/1/18,3,Anhtuan airlines,25.3,male,0
